序号,英文单词,音标,词性,中文含义
1465,"strike (struck, struck/stricken)",/straɪk/,v,敲，打击， 侵袭；(钟)鸣
1466,strong,/strɔŋ/,adj,强(壮)的；坚固的；强烈的；坚强的
1467,stuck,/stək/,v / adj,stick 的过去式及过去分词；被卡住的，被困住的
1468,student,/ˈstudənt/,n,学生
1469,study,/ˈstədi/,v / n,学习；研究；学习；研究；书房
1470,stupid,/ˈstupɪd/,adj,愚蠢的，笨的
1471,style,/staɪl/,n,风格；方式；类型
1472,subject,/ˈsəbʤɪkt/,n,题目；主题；学科；主语；主体
1473,succeed,/səkˈsid/,v,获得成功，达到目的
1474,success,/səkˈsɛs/,n,成功
1475,successful,/səkˈsɛsfəl/,adj,成功的
1476,such,/səʧ/,adj / pron,这样的，那样的；(泛指)人，事物
1477,suddenly,/ˈsədənli/,adv,突然地
1478,suffer,/ˈsəfər/,v,受苦；遭受
1479,sugar,/ˈʃʊgər/,n,糖
1480,suggest,/səˈʤɛst/,v,建议；提议
1481,suggestion,/səˈʤɛsʧən/,n,建议，提议
1482,summer,/ˈsəmər/,n,夏天，夏季
1483,sun,/sən/,n,太阳；阳光
1484,sunny,/ˈsəni/,adj,阳光充足的，晴朗的
1485,super,/ˈsupər/,adj,超级的；极好的
1486,supermarket,/ˈsupərˌmɑrkɪt/,n,超级市场
1487,supper,/ˈsəpər/,n,晚餐，晚饭
1488,support,/səˈpɔrt/,vt & n,支持；赞助
1489,suppose,/səˈpoʊz/,v,猜想，假定，料想
1490,sure,/ʃʊr/,adj,确信的，肯定的，有把握的
1491,surface,/ˈsərfəs/,n,表面
1492,surprise,/səˈpraɪz/,n / v,惊奇，诧异；使惊奇，使诧异
1493,surprised,/səˈpraɪzd/,adj,感到惊奇的
1494,survey,/ˈsərˌveɪ/,n & v,调查
1495,survive,/sərˈvaɪv/,v,幸存，活下来； 存活；生还
1496,"sweep (swept, swept)",/swip/,v,扫除，扫
1497,sweet,/swit/,adj / n,甜的；可爱的；甜食；糖果
1498,"swim (swam, swum)",/swɪm/,v & n,游泳
1499,system,/ˈsɪstəm/,n,体系； 系统
1500,table,/ˈteɪbəl/,n,桌子；表格
1501,take (took，taken),/teɪk/,v,拿；拿走；做；吃，服用；乘坐(车、船)；花费(时间)；拍照
1502,talent,/ˈtælənt/,n,才能；天才
1503,talk,/tɔk/,n & v,谈话，讲话，演讲；交谈
1504,tall,/tɔl/,adj,高的
1505,tap,/tæp/,n,(自来水、煤气等的)龙头
1506,tape,/teɪp/,n,磁带；录音带
1507,task,/tæsk/,n,任务， 工作
1508,taste,/teɪst/,v / n,品尝， 尝味；味道
1509,taxi,/ˈtæksi/,n,出租汽车
1510,tea,/ti/,n,茶；茶叶
1511,"teach (taught, taught)",/tiʧ/,v,教书，教
1512,teacher,/ˈtiʧər/,n,教师
1513,team,/tim/,n,队，组
1514,tear,/tɪr/,n,眼泪
1515,technology,/tɛkˈnɑləʤi/,n,技术
1516,teenager,/ˈtiˌneɪʤər/,n,(13~19 岁的)青少年，十几岁的少年
1517,telephone,/ˈtɛləˌfoʊn/,v / n,打电话；电话，电话机
1518,television (TV),/ˈtɛləˌvɪʒən/,n,电视
1519,"tell (told, told)",/tɛl/,v,告诉；讲述；吩咐
1520,temperature,/ˈtɛmpərəʧər/,n,温度
1521,temple,/ˈtɛmpəl/,n,庙宇，寺院
1522,tennis,/ˈtɛnɪs/,n,网球
1523,term,/tərm/,n,学期
1524,terrible,/ˈtɛrəbəl/,n,可怕的；糟糕的
1525,test,/tɛst/,v & n,测试， 考查，试验
1526,text,/tɛkst/,n,文本，课文
1527,than,/ðən/,conj,比
1528,thank,/θæŋk/,v / n,感谢，致谢，道谢；(复)感谢，谢意
1529,thankful,/ˈθæŋkfəl/,adj,感谢的；感激的
1530,that,/ðət/,adj & pron / conj,那，那个；引导宾语从句
1531,theatre (美 theater),/ˈθiətər/,n,剧场，戏院
1532,then,/ðɛn/,adv,当时，那时；然后，后来；那么(通常用于句首或句尾)
1533,there,/ðɛr/,adv,在那里，往那里；(作引导词)表 “存在”
1534,these,/ðiz/,adj & pron,这些
1535,thick,/θɪk/,adj,厚的，浓的
1536,thin,/θɪn/,adj,薄的；瘦的；细的
1537,thing,/θɪŋ/,n,东西；事情
1538,"think (thought, thought)",/θɪŋk/,v,想；思考；认为；考虑
1539,thirsty,/ˈθərsti/,adj,渴
1540,this,/ðɪs/,adj & pron,这；这个
1541,those,/ðoʊz/,adj & pron,那些
1542,thought,/θɔt/,n,思想，想法
1543,through,/θru/,prep,穿(通)过；从始至终
1544,throughout,/θruaʊt/,prep,遍及；贯穿
1545,"throw (threw, thrown)",/θroʊ/,v,投，掷，扔
1546,ticket,/ˈtɪkɪt/,n,票；券
1547,tidy,/ˈtaɪdi/,adj,整洁的，干净的
1548,tie,/taɪ/,n / v,领带，结；(用绳，线)系，拴
1549,tiger,/ˈtaɪgər/,n,老虎
1550,till,/tɪl/,conj & prep,直到，直到……为止
1551,time,/taɪm/,n,时间；时期；钟点；次，回
1552,tip,/tɪp/,n,尖端；提示；小费；小窍门，建议
1553,tired,/taɪərd/,adj,疲劳的，累的
1554,title,/ˈtaɪtəl/,n,标题，题目
1555,to,/tɪ/,prep,(表示接受动作的人或物)给……；对……，向……，到……
1556,today,/təˈdeɪ/,adv & n,今天；现在，当前
1557,together,/təˈgɛðər/,adv,一起，共同
1558,tomato,/təˈmɑˌtoʊ/,n,番茄，西红柿
1559,tomorrow,/təˈmɑˌroʊ/,adv & n,明天
1560,tonight,/təˈnaɪt/,adv & n,今晚，今夜
1561,too,/tu/,adv,也，还；又；太，过分；很，非常
1562,tool,/tul/,n,工具
1563,tooth (复 teeth),/tuθ/,n,牙齿
1564,toothache,/toothache*/,n,牙痛
1565,top,/tɔp/,n / adj,顶部，(物体的)上面；最上面的；居首位的
1566,topic,/ˈtɑpɪk/,n,题目，话题
1567,touch,/təʧ/,v,触摸；接触；感动
1568,tour,/tʊr/,n,参观， 观光，旅行
1569,tourist,/ˈtʊrɪst/,n,游客，旅客，旅行者
1570,toward(s),/təˈwɔrd/,prep,向，朝，对于
1571,tower,/taʊər/,n,塔
1572,town,/taʊn/,n,城镇，城
1573,toy,/tɔɪ/,n,玩具
1574,tradition,/trəˈdɪʃən/,n,传统
1575,traditional,/trəˈdɪʃənəl/,adj,传统的
1576,traffic,/ˈtræfɪk/,n,交通
1577,train,/treɪn/,n / v,火车；培训，训练
1578,translate,/trænzˈleɪt/,v,翻译
1579,transport,/ˈtrænspɔrt/,v,运输，运送
1580,travel,/ˈtrævəl/,n & v,旅行
1581,tree,/tri/,n,树
1582,trick,/trɪk/,n,恶作剧；诡计，花招
1583,trip,/trɪp/,n,旅行，旅程
1584,trouble,/ˈtrəbəl/,n / v,问题；烦恼；麻烦；困难；使苦恼；使麻烦
1585,trousers,/ˈtraʊzərz/,n,裤子，长裤
1586,true,/tru/,adj,真的，真实的
1587,truck,/trək/,n,卡车；货车
1588,trust,/trəst/,n & v,信任，相信
1589,truth,/truθ/,n,真理；真相，实际情况
1590,try,/traɪ/,v / n,试；试图；努力；试；努力
1591,turkey,/ˈtərki/,n,火鸡
1592,turn,/tərn/,v / n,旋转；翻转；转弯；转变；变得；(轮流的)顺序
1593,twice,/twaɪs/,adv,两次；两倍
1594,twin,/twɪn/,n,双胞胎之一
1595,type,/taɪp/,n / v,类型；打字
1596,umbrella,/ˈəmˌbrɛlə/,n,伞
1597,uncle,/ˈəŋkəl/,n,叔；伯；舅；姑夫；姨父
1598,under,/ˈəndər/,adv & prep,在……下面，向……下面
1599,underground,/ˈəndərˌgraʊnd/,adj / n,地下的；(美 subway) 地铁
1600,underlined,/ˈəndərˌlaɪnd/,adj,带下划线的
1601,"understand (understood, understood)",/ˌəndərˈstænd/,v,明白，懂得；理解
1602,unfair,/ˌɔnˈfɛr/,adj,不公正的，不公平的；违反规则或准则的
1603,unforgettable,/ˌənfərˈgɛtəbəl/,adj,难忘的
1604,unfortunately,/ənˈfɔrʧənətli/,adv,不幸地，遗憾地
1605,unhappy,/ənˈhæpi/,adj,不开心的，不幸福的，难过的
1606,unhealthy,/ənˈhɛlθi/,adj,不健康的
1607,uniform,/ˈjunəˌfɔrm/,n,制服
1608,unit,/ˈjunɪt/,n,单元；单位；部件
1609,united,/juˈnaɪtɪd/,adj,联合的；统一的
1610,university,/ˌjunəˈvərsəti/,n,大学
1611,unless,/ənˈlɛs/,conj,如果不，除非
1612,until,/ənˈtɪl/,prep & conj,直到……为止
1613,unusual,/ənˈjuˌʒuəl/,adj,不寻常的
1614,up,/əp/,adv & prep,向上；在上方；起来
1615,upset,/ˈəpˌsɛt/,adj,心烦的，难过的
1616,upstairs,/əpˈstɛrz/,adv,在楼上；到楼上
1617,use,/juz/,v & n,利用；使用；应用
1618,useful,/ˈjusfəl/,adj,有用的；有益的
1619,useless,/ˈjusləs/,adj,无用的，废旧的
1620,usual,/ˈjuʒəwəl/,adj,通常的，平常的
1621,usually,/ˈjuʒəwəli/,adv,通常；经常
1622,value,/ˈvælju/,n,价值；价格；价值观
1623,variety,/vərˈaɪəti/,n,种种，种类
1624,various,/ˈvɛriəs/,adj,各种各样的，不同的
1625,vegetable,/ˈvɛʤtəbəl/,n,蔬菜
1626,very,/ˈvɛri/,adv,很，非常
1627,victory,/ˈvɪktəri/,n,胜利
1628,video,/ˈvɪdioʊ/,n,录像；视频
1629,view,/vju/,n,看法，见解；风景，景色；视野
1630,village,/ˈvɪlɪʤ/,n,村庄，乡村
1631,violin,/vaɪəˈlɪn/,n,小提琴
1632,visit,/ˈvɪzɪt/,n & v,参观；访问；拜访
1633,visitor,/ˈvɪzɪtər/,n,参观者；访问者
1634,voice,/vɔɪs/,n,嗓音
1635,volleyball,/ˈvɑliˌbɔl/,n,排球
1636,volunteer,/ˌvɑlənˈtɪr/,n / v,志愿者；自愿(做)；自愿提供
1637,wait,/weɪt/,v,等，等候
1638,waiter,/ˈweɪtər/,n,侍者，服务员
1639,waitress,/ˈweɪtrəs/,n,女侍者；女服务员
1640,"wake (woke, woken)",/weɪk/,v,醒来，唤醒
1641,walk,/wɔk/,n & v,步行；散步
1642,wall,/wɔl/,n,墙
1643,want,/wɔnt/,v,要，想要；需要
1644,war,/wɔr/,n,战争
1645,warm,/wɔrm/,adj,暖和的；热情的
1646,warn,/wɔrn/,v,警告；告诫
1647,wash,/wɑʃ/,v,洗涤；洗
1648,waste,/weɪst/,v / n,浪费；浪费；废物；垃圾
1649,watch,/wɔʧ/,n / v,手表，表；观看，注视；当心
1650,water,/ˈwɔtər/,n / v,水；浇水
1651,wave,/weɪv/,n / v,波，波浪；挥手，招手；挥动
1652,way,/weɪ/,n,路，路线；路途；方式，手段
1653,weak,/wik/,adj,弱的，差的，淡的
1654,wealth,/wɛlθ/,n,财产，财富
1655,"wear (wore, worn)",/wɛr/,v,穿；戴
1656,weather,/ˈwɛðər/,n,天气
1657,web,/wɛb/,n,网，网状物
1658,website,/ˈwɛbˌsaɪt/,n,网站
1659,week,/wik/,n,星期
1660,weekday,/ˈwikˌdeɪ/,n,工作日
1661,weekend,/ˈwiˌkɪnd/,n,周末
1662,weigh,/weɪ/,v,称……的重量；重
1663,weight,/weɪt/,n,重量
1664,welcome,/ˈwɛlkəm/,n / adj / v / int,欢迎；受欢迎的；欢迎；欢迎
1665,well (比较级 better，最高级 best),/wɛl/,adj / adv / n / int,健康的；好地，令人满意地；完全地；井；(表示同意，惊讶等)好；好吧；那么
1666,west,/wɛst/,n / adj,西部；西方；西方的；向西的
1667,western,/ˈwɛstərn/,adj,西方的
1668,wet,/wɛt/,adj,湿的，潮的；多雨的
1669,what,/wət/,pron / adv / conj,(表示疑问)什么；(表示建议)怎么样；(表示感叹)多么；(表示疑问)什么；引导宾语从句
1670,when,/wɪn/,conj & adv,什么时候；当……的时候
1671,where,/wɛr/,adv,在哪里
1672,whether,/ˈwɛðər/,conj,是否
1673,which,/wɪʧ/,adj & pron,那(哪)一个(些)
1674,while,/waɪl/,conj / n,在……的时候，正当……时；一会儿
1675,white,/waɪt/,adj / n,白色的；白色
1676,who,/hu/,pron,谁
1677,whole,/hoʊl/,adj,整个的
1678,whom,/hum/,pron,谁(who 的宾格)
1679,whose,/huz/,pron,谁的
1680,why,/waɪ/,adv,为什么
1681,wide,/waɪd/,adj,宽的；广泛的
1682,widely,/ˈwaɪdli/,adv,宽阔地；广泛地
1683,widen,/ˈwaɪdən/,v,拓宽
1684,wife,/waɪf/,n,妻子
1685,wild,/waɪld/,adj,野生的；荒凉的
1686,will,/wɪl/,aux / n,.v. 将，会；愿意；(表示提问)是否愿意；……好吗；意志
1687,"win (won, won)",/wɪn/,v,获胜；赢得
1688,wind,/wɪnd/,n,风
1689,window,/ˈwɪndoʊ/,n,窗户；视窗
1690,windy,/ˈwɪndi/,adj,有风的，起风的
1691,wine,/waɪn/,n,酒；葡萄酒
1692,wing,/wɪŋ/,n,机翼；翅膀
1693,winner,/ˈwɪnər/,n,获胜者
1694,winter,/ˈwɪntər/,n,冬天，冬季
1695,wisdom,/ˈwɪzdəm/,n,智慧
1696,wise,/waɪz/,adj,聪明的，明智的
1697,wish,/wɪʃ/,n / v,愿望，祝愿；希望，想要；祝愿
1698,with,/wɪθ/,prep,与……一道；跟……一起；带有，具有；关于；以；和；用；有
1699,within,/wɪˈθɪn/,prep,在……范围内
1700,without,/wɪˈθaʊt/,prep,没有
1701,wolf,/wʊlf/,n,狼
1702,woman (复 women),/ˈwʊmən/,n,妇女，女人
1703,wonder,/ˈwəndər/,v / n,对……疑惑；想知道；奇迹，奇观
1704,wonderful,/ˈwəndərfəl/,adj,美妙的，精彩的；太好了
1705,wood,/wʊd/,n,木头，木材；(复)树林
1706,wooden,/ˈwʊdən/,adj,木质的
1707,word,/wərd/,n,词，单词；话
1708,work,/wərk/,v / n,工作；(机器等)运转，活动；工作，劳动；作品
1709,worker,/ˈwərkər/,n,工作者；工人
1710,world,/wərld/,n,世界
1711,worry,/ˈwəri/,v / n,担心；烦恼；烦恼，担忧
1712,worth,/wərθ/,adj,有……的价值；值得……的
1713,would,/wʊd/,aux v,愿意(will 的过去式)
1714,wound,/wund/,n,创伤，伤口
1715,wounded,/ˈwundɪd/,adj,受伤的
1716,"write (wrote, written)",/raɪt/,v,写；写作；写信
1717,writer,/ˈraɪtər/,n,作家
1718,wrong,/rɔŋ/,adj,错误的；不正常的；有病的
1719,year,/jɪr/,n,年
1720,yellow,/ˈjɛloʊ/,adj / n,黄色的；黄色
1721,yesterday,/ˈjɛstərˌdeɪ/,n & adv,昨天
1722,yet,/jɛt/,adv,尚，还，仍然
1723,yogurt,/ˈjoʊgərt/,n,酸奶
1724,young,/jəŋ/,adj,年轻的
1725,zero,/ˈziroʊ/,n & num,零；零度；零点
1726,zoo,/zu/,n,动物园
